time,V_n,W_n
0.873,0,0
0.873,0,0
0.874,0,0
0.874,0,0
0.875,0,0
0.875,0,0
0.876,0,0
0.876,0,0
0.877,0,0
0.877,0,0
0.878,0,0
0.878,0,0
0.879,0,0
0.879,0,0
0.88,0,0
0.88,0,0
0.881,0,0
0.881,0,0
0.882,0,0
0.882,0,0
0.883,0,0
0.883,0,0
0.884,0,0
0.884,0,0
0.885,0,0
0.885,0,0
0.886,0,0
0.886,0,0
0.887,0,0
0.887,0,0
0.888,0,0
0.888,0,0
0.889,0,0
0.889,0,0
0.89,0,0
0.89,0,0
0.891,0,0
0.891,0,0
0.892,0,0
0.892,0,0
0.893,0,0
0.893,0,0
0.894,0,0
0.894,0,0
0.895,0,0
0.895,0,0
0.896,0,0
0.896,0,0
0.897,0,0
0.897,0,0
0.898,0,0
0.898,0,0
0.899,0,0
0.899,0,0
0.9,0,0
0.9,0,0
0.901,0,0
0.901,0,0
0.902,0,0
0.902,0,0
0.903,0,0
0.903,0,0
0.904,0,0
0.904,0,0
0.905,0,0
0.905,0,0
0.906,0,0
0.906,0,0
0.907,0,0
0.907,0,0
0.908,0,0
0.908,0,0
0.909,0,0
0.909,0,0
0.91,0,0
0.91,0,0
0.911,0,0
0.911,0,0
0.912,0,0
0.912,0,0
0.913,0,0
0.913,0,0
0.914,0,0
0.914,0,0
0.915,0,0
0.915,0,0
0.916,0,0
0.916,0,0
0.917,0,0
0.917,0,0
0.918,0,0
0.919,0,0
0.919,0,0
0.92,0,0
0.92,0,0
0.921,0,0
0.921,0,0
0.922,0,0
0.922,0,0
0.922,0,0
0.923,0,0
0.923,0,0
0.924,0,0
0.924,0,0
0.925,0,0
0.925,0,0
0.926,0,0
0.926,0,0
0.927,0,0
0.927,0,0
0.928,0,0
0.928,0,0
0.929,0,0
0.929,0,0
0.93,0,0
0.93,0,0
0.931,0,0
0.931,0,0
0.932,0,0
0.932,0,0
0.933,0,0
0.933,0,0
0.934,0,0
0.934,0,0
0.935,0,0
0.935,0,0
0.936,0,0
0.936,0,0
0.937,0,0
0.937,0,0
0.938,0,0
0.938,0,0
0.939,0,0
0.939,0,0
0.94,0,0
0.94,0,0
0.941,0,0
0.941,0,0
0.942,0,0
0.942,0,0
0.943,0,0
0.943,0,0
0.944,0,0
0.944,0,0
0.945,0,0
0.945,0,0
0.946,0,0
0.946,0,0
0.947,0,0
0.947,0,0
0.948,0,0
0.948,0,0
0.949,0,0
0.949,0,0
0.95,0,0
0.95,0,0
0.951,0,0
0.951,0,0
0.952,0,0
0.952,0,0
0.953,0,0
0.953,0,0
0.954,0,0
0.954,0,0
0.955,0,0
0.955,0,0
0.956,0,0
0.956,0,0
0.957,0,0
0.957,0,0
0.958,0,0
0.958,0,0
0.959,0,0
0.959,0,0
0.96,0,0
0.96,0,0
0.961,0,0
0.961,0,0
0.962,0,0
0.962,0,0
0.963,0,0
0.963,0,0
0.964,0,0
0.964,0,0
0.965,0,0
0.965,0,0
0.966,0,0
0.966,0,0
0.967,0,0
0.967,0,0
0.968,0,0
0.968,0,0
0.969,0,0
0.969,0,0
0.97,0,0
0.97,0,0
0.971,0,0
0.971,0,0
0.972,0,0
0.972,0,0
0.973,0,0
0.973,0,0
0.974,0,0
0.974,0,0
0.975,0,0
0.975,0,0
0.976,0,0
0.976,0,0
0.977,0,0
0.977,0,0
0.978,0,0
0.978,0,0
0.979,0,0
0.979,0,0
0.98,0,0
0.98,0,0
0.981,0,0
0.981,0,0
0.982,0,0
0.982,0,0
0.983,0,0
0.983,0,0
0.984,0,0
0.984,0,0
0.985,0,0
0.985,0,0
0.986,0,0
0.986,0,0
0.987,0,0
0.987,0,0
0.988,0,0
0.988,0,0
0.989,0,0
0.989,0,0
0.99,0,0
0.99,0,0
0.991,0,0
0.991,0,0
0.992,0,0
0.992,0,0
0.993,0,0
0.993,0,0
0.994,0,0
0.994,0,0
0.995,0,0
0.995,0,0
0.996,0,0
0.996,0,0
0.997,0,0
0.997,0,0
0.998,0,0
0.998,0,0
0.999,0,0
0.999,0,0
1,0,0
1,0,0
1.001,0,0
1.001,0,0
1.002,0,0
1.002,0,0
1.003,0,0
1.003,0,0
1.004,0,0
1.004,0,0
1.005,0,0
1.005,0,0
1.006,0,0
1.006,0,0
1.007,0.019999394,0.139644608
1.007,0.019999394,0.139644608
1.008,0.019999394,0.139644608
1.008,0.019999394,0.139644608
1.009,0.019999394,0.139644608
1.009,0.019999394,0.139644608
1.01,0.019999394,0.139644608
1.01,0.019999394,0.139644608
1.011,0.019999394,0.139644608
1.011,0.019999394,0.139644608
1.012,0.019999394,0.139644608
1.012,0.019999394,0.139644608
1.013,0.019999394,0.139644608
1.013,0.019999394,0.139644608
1.014,0.019999394,0.139644608
1.014,0.019999394,0.139644608
1.015,0.019999394,0.139644608
1.015,0.019999394,0.139644608
1.016,0.019999394,0.139644608
1.016,0.029999385,0.30720824
1.017,0.029999385,0.30720824
1.017,0.029999385,0.30720824
1.018,0.029999385,0.30720824
1.018,0.029999385,0.30720824
1.019,0.029999385,0.30720824
1.019,0.029999385,0.30720824
1.02,0.029999385,0.30720824
1.02,0.029999385,0.30720824
1.021,0.029999385,0.30720824
1.021,0.029999385,0.30720824
1.022,0.029999385,0.30720824
1.022,0.029999385,0.30720824
1.023,0.029999385,0.30720824
1.023,0.029999385,0.30720824
1.024,0.029999385,0.30720824
1.024,0.029999385,0.30720824
1.025,0.029999385,0.30720824
1.025,0.029999385,0.30720824
1.026,0.029999385,0.30720824
1.026,0.029999385,0.30720824
1.027,0.039999377,0.48666352
1.027,0.039999377,0.48666352
1.028,0.039999377,0.48666352
1.028,0.039999377,0.48666352
1.029,0.039999377,0.48666352
1.029,0.039999377,0.48666352
1.03,0.039999377,0.48666352
1.03,0.039999377,0.48666352
1.031,0.039999377,0.48666352
1.031,0.039999377,0.48666352
1.032,0.039999377,0.48666352
1.032,0.039999377,0.48666352
1.033,0.039999377,0.48666352
1.033,0.039999377,0.48666352
1.034,0.039999377,0.48666352
1.034,0.039999377,0.48666352
1.035,0.039999377,0.48666352
1.035,0.039999377,0.48666352
1.036,0.039999377,0.48666352
1.036,0.039999377,0.48666352
1.037,0.049999367,0.672912598
1.037,0.049999367,0.672912598
1.038,0.049999367,0.672912598
1.038,0.049999367,0.672912598
1.039,0.049999367,0.672912598
1.039,0.049999367,0.672912598
1.04,0.049999367,0.672912598
1.04,0.049999367,0.672912598
1.041,0.049999367,0.672912598
1.041,0.049999367,0.672912598
1.042,0.049999367,0.672912598
1.042,0.049999367,0.672912598
1.043,0.049999367,0.672912598
1.043,0.049999367,0.672912598
1.044,0.049999367,0.672912598
1.044,0.049999367,0.672912598
1.045,0.049999367,0.672912598
1.045,0.049999367,0.672912598
1.046,0.049999367,0.672912598
1.046,0.049999367,0.672912598
1.047,0.059999358,0.863265336
1.047,0.059999358,0.863265336
1.048,0.059999358,0.863265336
1.048,0.059999358,0.863265336
1.049,0.059999358,0.863265336
1.049,0.059999358,0.863265336
1.05,0.059999358,0.863265336
1.05,0.059999358,0.863265336
1.051,0.059999358,0.863265336
1.051,0.059999358,0.863265336
1.052,0.059999358,0.863265336
1.052,0.059999358,0.863265336
1.053,0.059999358,0.863265336
1.053,0.059999358,0.863265336
1.054,0.059999358,0.863265336
1.054,0.059999358,0.863265336
1.055,0.059999358,0.863265336
1.055,0.059999358,0.863265336
1.056,0.059999358,0.863265336
1.056,0.059999358,0.863265336
1.057,0.069999345,1.056118131
1.057,0.069999345,1.056118131
1.058,0.069999345,1.056118131
1.058,0.069999345,1.056118131
1.059,0.069999345,1.056118131
1.059,0.069999345,1.056118131
1.06,0.069999345,1.056118131
1.06,0.069999345,1.056118131
1.061,0.069999345,1.056118131
1.061,0.069999345,1.056118131
1.062,0.069999345,1.056118131
1.062,0.069999345,1.056118131
1.063,0.069999345,1.056118131
1.063,0.069999345,1.056118131
1.064,0.069999345,1.056118131
1.064,0.069999345,1.056118131
1.065,0.069999345,1.056118131
1.065,0.069999345,1.056118131
1.066,0.069999345,1.056118131
1.066,0.069999345,1.056118131
1.067,0.079999335,1.25049603
1.067,0.079999335,1.25049603
1.068,0.079999335,1.25049603
1.068,0.079999335,1.25049603
1.069,0.079999335,1.25049603
1.069,0.079999335,1.25049603
1.07,0.079999335,1.25049603
1.07,0.079999335,1.25049603
1.071,0.079999335,1.25049603
1.072,0.079999335,1.25049603
1.072,0.079999335,1.25049603
1.073,0.079999335,1.25049603
1.073,0.079999335,1.25049603
1.073,0.079999335,1.25049603
1.074,0.079999335,1.25049603
1.074,0.079999335,1.25049603
1.075,0.079999335,1.25049603
1.075,0.079999335,1.25049603
1.076,0.079999335,1.25049603
1.076,0.079999335,1.25049603
1.077,0.089999326,1.445804358
1.077,0.089999326,1.445804358
1.078,0.089999326,1.445804358
1.079,0.089999326,1.445804358
1.079,0.089999326,1.445804358
1.08,0.089999326,1.445804358
1.08,0.089999326,1.445804358
1.08,0.089999326,1.445804358
1.081,0.089999326,1.445804358
1.081,0.089999326,1.445804358
1.082,0.089999326,1.445804358
1.082,0.089999326,1.445804358
1.083,0.089999326,1.445804358
1.083,0.089999326,1.445804358
1.084,0.089999326,1.445804358
1.084,0.089999326,1.445804358
1.085,0.089999326,1.445804358
1.085,0.089999326,1.445804358
1.086,0.089999326,1.445804358
1.086,0.099999316,1.641680479
1.087,0.099999316,1.641680479
1.087,0.099999316,1.641680479
1.088,0.099999316,1.641680479
1.088,0.099999316,1.641680479
1.089,0.099999316,1.641680479
1.089,0.099999316,1.641680479
1.09,0.099999316,1.641680479
1.09,0.099999316,1.641680479
1.091,0.099999316,1.641680479
1.091,0.099999316,1.641680479
1.092,0.099999316,1.641680479
1.092,0.099999316,1.641680479
1.093,0.099999316,1.641680479
1.093,0.099999316,1.641680479
1.094,0.099999316,1.641680479
1.094,0.099999316,1.641680479
1.095,0.099999316,1.641680479
1.095,0.099999316,1.641680479
1.096,0.099999316,1.641680479
1.096,0.099999316,1.641680479
1.097,0.109999306,1.837903023
1.097,0.109999306,1.837903023
1.098,0.109999306,1.837903023
1.098,0.109999306,1.837903023
1.099,0.109999306,1.837903023
1.099,0.109999306,1.837903023
1.1,0.109999306,1.837903023
1.1,0.109999306,1.837903023
1.101,0.109999306,1.837903023
1.101,0.109999306,1.837903023
1.102,0.109999306,1.837903023
1.102,0.109999306,1.837903023
1.103,0.109999306,1.837903023
1.103,0.109999306,1.837903023
1.104,0.109999306,1.837903023
1.104,0.109999306,1.837903023
1.105,0.109999306,1.837903023
1.105,0.109999306,1.837903023
1.106,0.109999306,1.837903023
1.106,0.119999297,2.034336805
1.107,0.119999297,2.034336805
1.107,0.119999297,2.034336805
1.108,0.119999297,2.034336805
1.108,0.119999297,2.034336805
1.109,0.119999297,2.034336805
1.109,0.119999297,2.034336805
1.11,0.119999297,2.034336805
1.11,0.119999297,2.034336805
1.111,0.119999297,2.034336805
1.111,0.119999297,2.034336805
1.112,0.119999297,2.034336805
1.113,0.119999297,2.034336805
1.113,0.119999297,2.034336805
1.114,0.119999297,2.034336805
1.114,0.119999297,2.034336805
1.115,0.119999297,2.034336805
1.115,0.119999297,2.034336805
1.115,0.119999297,2.034336805
1.116,0.119999297,2.034336805
1.116,0.129999295,2.230899572
1.117,0.129999295,2.230899572
1.117,0.129999295,2.230899572
1.118,0.129999295,2.230899572
1.118,0.129999295,2.230899572
1.119,0.129999295,2.230899572
1.119,0.129999295,2.230899572
1.12,0.129999295,2.230899572
1.12,0.129999295,2.230899572
1.121,0.129999295,2.230899572
1.121,0.129999295,2.230899572
1.122,0.129999295,2.230899572
1.122,0.129999295,2.230899572
1.123,0.129999295,2.230899572
1.123,0.129999295,2.230899572
1.124,0.129999295,2.230899572
1.124,0.129999295,2.230899572
1.125,0.129999295,2.230899572
1.125,0.129999295,2.230899572
1.126,0.129999295,2.230899572
1.126,0.139999285,2.427541018
1.127,0.139999285,2.427541018
1.127,0.139999285,2.427541018
1.128,0.139999285,2.427541018
1.128,0.139999285,2.427541018
1.129,0.139999285,2.427541018
1.129,0.139999285,2.427541018
1.13,0.139999285,2.427541018
1.13,0.139999285,2.427541018
1.131,0.139999285,2.427541018
1.132,0.139999285,2.427541018
1.132,0.139999285,2.427541018
1.133,0.139999285,2.427541018
1.133,0.139999285,2.427541018
1.133,0.139999285,2.427541018
1.134,0.139999285,2.427541018
1.134,0.139999285,2.427541018
1.135,0.139999285,2.427541018
1.135,0.139999285,2.427541018
1.136,0.139999285,2.427541018
1.136,0.139999285,2.427541018
1.137,0.149999276,2.624230385
1.137,0.149999276,2.624230385
1.138,0.149999276,2.624230385
1.138,0.149999276,2.624230385
1.139,0.149999276,2.624230385
1.139,0.149999276,2.624230385
1.14,0.149999276,2.624230385
1.14,0.149999276,2.624230385
1.141,0.149999276,2.624230385
1.141,0.149999276,2.624230385
1.142,0.149999276,2.624230385
1.142,0.149999276,2.624230385
1.143,0.149999276,2.624230385
1.143,0.149999276,2.624230385
1.144,0.149999276,2.624230385
1.144,0.149999276,2.624230385
1.145,0.149999276,2.624230385
1.145,0.149999276,2.624230385
1.146,0.149999276,2.624230385
1.146,0.149999276,2.624230385
1.147,0.159999266,2.820949078
1.147,0.159999266,2.820949078
1.148,0.159999266,2.820949078
1.148,0.159999266,2.820949078
1.149,0.159999266,2.820949078
1.149,0.159999266,2.820949078
1.15,0.159999266,2.820949078
1.15,0.159999266,2.820949078
1.151,0.159999266,2.820949078
1.151,0.159999266,2.820949078
1.152,0.159999266,2.820949078
1.152,0.159999266,2.820949078
1.153,0.159999266,2.820949078
1.153,0.159999266,2.820949078
1.154,0.159999266,2.820949078
1.154,0.159999266,2.820949078
1.155,0.159999266,2.820949078
1.155,0.159999266,2.820949078
1.156,0.159999266,2.820949078
1.156,0.159999266,2.820949078
1.157,0.169999257,3.017685652
1.157,0.169999257,3.017685652
1.158,0.169999257,3.017685652
1.158,0.169999257,3.017685652
1.159,0.169999257,3.017685652
1.159,0.169999257,3.017685652
1.16,0.169999257,3.017685652
1.16,0.169999257,3.017685652
1.161,0.169999257,3.017685652
1.161,0.169999257,3.017685652
1.162,0.169999257,3.017685652
1.162,0.169999257,3.017685652
1.163,0.169999257,3.017685652
1.163,0.169999257,3.017685652
1.164,0.169999257,3.017685652
1.164,0.169999257,3.017685652
1.165,0.169999257,3.017685652
1.165,0.169999257,3.017685652
1.166,0.169999257,3.017685652
1.166,0.169999257,3.017685652
1.167,0.179999247,3.214433193
1.167,0.179999247,3.214433193
1.168,0.179999247,3.214433193
1.168,0.179999247,3.214433193
1.169,0.179999247,3.214433193
1.169,0.179999247,3.214433193
1.17,0.179999247,3.214433193
1.17,0.179999247,3.214433193
1.171,0.179999247,3.214433193
1.171,0.179999247,3.214433193
1.172,0.179999247,3.214433193
1.172,0.179999247,3.214433193
1.173,0.179999247,3.214433193
1.173,0.179999247,3.214433193
1.174,0.179999247,3.214433193
1.174,0.179999247,3.214433193
1.175,0.179999247,3.214433193
1.175,0.179999247,3.214433193
1.176,0.179999247,3.214433193
1.176,0.179999247,3.214433193
1.177,0.189999238,3.411187172
1.177,0.189999238,3.411187172
1.178,0.189999238,3.411187172
1.178,0.189999238,3.411187172
1.179,0.189999238,3.411187172
1.179,0.189999238,3.411187172
1.18,0.189999238,3.411187172
1.18,0.189999238,3.411187172
1.181,0.189999238,3.411187172
1.181,0.189999238,3.411187172
1.182,0.189999238,3.411187172
1.182,0.189999238,3.411187172
1.183,0.189999238,3.411187172
1.183,0.189999238,3.411187172
1.184,0.189999238,3.411187172
1.184,0.189999238,3.411187172
1.185,0.189999238,3.411187172
1.185,0.189999238,3.411187172
1.186,0.189999238,3.411187172
1.186,0.189999238,3.411187172
1.187,0.199999228,3.607945204
1.187,0.199999228,3.607945204
1.188,0.199999228,3.607945204
1.188,0.199999228,3.607945204
1.189,0.199999228,3.607945204
1.189,0.199999228,3.607945204
1.19,0.199999228,3.607945204
1.19,0.199999228,3.607945204
1.191,0.199999228,3.607945204
1.191,0.199999228,3.607945204
1.192,0.199999228,3.607945204
1.192,0.199999228,3.607945204
1.193,0.199999228,3.607945204
1.193,0.199999228,3.607945204
1.194,0.199999228,3.607945204
1.194,0.199999228,3.607945204
1.195,0.199999228,3.607945204
1.195,0.199999228,3.607945204
1.196,0.199999228,3.607945204
1.196,0.199999228,3.607945204
1.197,0.209999219,3.804706097
1.197,0.209999219,3.804706097
1.198,0.209999219,3.804706097
1.198,0.209999219,3.804706097
1.199,0.209999219,3.804706097
1.199,0.209999219,3.804706097
1.2,0.209999219,3.804706097
1.2,0.209999219,3.804706097
1.201,0.209999219,3.804706097
1.201,0.209999219,3.804706097
1.202,0.209999219,3.804706097
1.202,0.209999219,3.804706097
1.203,0.209999219,3.804706097
1.203,0.209999219,3.804706097
1.204,0.209999219,3.804706097
1.205,0.209999219,3.804706097
1.205,0.209999219,3.804706097
1.206,0.209999219,3.804706097
1.206,0.209999219,3.804706097
1.206,0.219999209,4.001468658
1.207,0.219999209,4.001468658
1.207,0.219999209,4.001468658
1.208,0.219999209,4.001468658
1.208,0.219999209,4.001468658
1.209,0.219999209,4.001468658
1.209,0.219999209,4.001468658
1.21,0.219999209,4.001468658
1.21,0.219999209,4.001468658
1.211,0.219999209,4.001468658
1.211,0.219999209,4.001468658
1.212,0.219999209,4.001468658
1.212,0.219999209,4.001468658
1.213,0.219999209,4.001468658
1.213,0.219999209,4.001468658
1.214,0.219999209,4.001468658
1.214,0.219999209,4.001468658
1.215,0.219999209,4.001468658
1.215,0.219999209,4.001468658
1.216,0.219999209,4.001468658
1.216,0.219999209,4.001468658
1.217,0.2299992,4.198231697
1.217,0.2299992,4.198231697
1.218,0.2299992,4.198231697
1.218,0.2299992,4.198231697
1.219,0.2299992,4.198231697
1.219,0.2299992,4.198231697
1.22,0.2299992,4.198231697
1.22,0.2299992,4.198231697
1.221,0.2299992,4.198231697
1.221,0.2299992,4.198231697
1.222,0.2299992,4.198231697
1.223,0.2299992,4.198231697
1.223,0.2299992,4.198231697
1.224,0.2299992,4.198231697
1.224,0.2299992,4.198231697
1.224,0.2299992,4.198231697
1.225,0.2299992,4.198231697
1.225,0.2299992,4.198231697
1.226,0.2299992,4.198231697
1.226,0.2299992,4.198231697
1.227,0.23999919,4.394995213
1.227,0.23999919,4.394995213
1.228,0.23999919,4.394995213
1.228,0.23999919,4.394995213
1.229,0.23999919,4.394995213
1.229,0.23999919,4.394995213
1.23,0.23999919,4.394995213
1.23,0.23999919,4.394995213
1.231,0.23999919,4.394995213
1.231,0.23999919,4.394995213
1.232,0.23999919,4.394995213
1.232,0.23999919,4.394995213
1.233,0.23999919,4.394995213
1.233,0.23999919,4.394995213
1.234,0.23999919,4.394995213
1.234,0.23999919,4.394995213
1.235,0.23999919,4.394995213
1.235,0.23999919,4.394995213
1.236,0.23999919,4.394995213
1.236,0.23999919,4.394995213
1.237,0.24999918,4.591759205
1.237,0.24999918,4.591759205
1.238,0.24999918,4.591759205
1.238,0.24999918,4.591759205
1.239,0.24999918,4.591759205
1.239,0.24999918,4.591759205
1.24,0.24999918,4.591759205
1.24,0.24999918,4.591759205
1.241,0.24999918,4.591759205
1.241,0.24999918,4.591759205
1.242,0.24999918,4.591759205
1.242,0.24999918,4.591759205
1.243,0.24999918,4.591759205
1.243,0.24999918,4.591759205
1.244,0.24999918,4.591759205
1.244,0.24999918,4.591759205
1.245,0.24999918,4.591759205
1.245,0.24999918,4.591759205
1.246,0.24999918,4.591759205
1.246,0.24999918,4.591759205
1.247,0.259999156,4.788523197
1.247,0.259999156,4.788523197
1.248,0.259999156,4.788523197
1.248,0.259999156,4.788523197
1.249,0.259999156,4.788523197
1.249,0.259999156,4.788523197
1.25,0.259999156,4.788523197
1.25,0.259999156,4.788523197
1.251,0.259999156,4.788523197
1.251,0.259999156,4.788523197
1.252,0.259999156,4.788523197
1.252,0.259999156,4.788523197
1.253,0.259999156,4.788523197
1.253,0.259999156,4.788523197
1.254,0.259999156,4.788523197
1.254,0.259999156,4.788523197
1.255,0.259999156,4.788523197
1.255,0.259999156,4.788523197
1.256,0.259999156,4.788523197
1.256,0.259999156,4.788523197
1.257,0.269999146,4.985287666
1.257,0.269999146,4.985287666
1.258,0.269999146,4.985287666
1.258,0.269999146,4.985287666
1.259,0.269999146,4.985287666
1.259,0.269999146,4.985287666
1.26,0.269999146,4.985287666
1.26,0.269999146,4.985287666
1.261,0.269999146,4.985287666
1.261,0.269999146,4.985287666
1.262,0.269999146,4.985287666
1.262,0.269999146,4.985287666
1.263,0.269999146,4.985287666
1.263,0.269999146,4.985287666
1.264,0.269999146,4.985287666
1.264,0.269999146,4.985287666
1.265,0.269999146,4.985287666
1.265,0.269999146,4.985287666
1.266,0.269999146,4.985287666
1.266,0.269999146,4.985287666
1.267,0.279999137,5.182051659
1.267,0.279999137,5.182051659
1.268,0.279999137,5.182051659
1.268,0.279999137,5.182051659
1.269,0.279999137,5.182051659
1.269,0.279999137,5.182051659
1.27,0.279999137,5.182051659
1.27,0.279999137,5.182051659
1.271,0.279999137,5.182051659
1.271,0.279999137,5.182051659
1.272,0.279999137,5.182051659
1.272,0.279999137,5.182051659
1.273,0.279999137,5.182051659
1.273,0.279999137,5.182051659
1.274,0.279999137,5.182051659
1.274,0.279999137,5.182051659
1.275,0.279999137,5.182051659
1.275,0.279999137,5.182051659
1.276,0.279999137,5.182051659
1.276,0.279999137,5.182051659
1.277,0.289999127,5.378816128
1.277,0.289999127,5.378816128
1.278,0.289999127,5.378816128
1.278,0.289999127,5.378816128
1.279,0.289999127,5.378816128
1.279,0.289999127,5.378816128
1.28,0.289999127,5.378816128
1.28,0.289999127,5.378816128
1.281,0.289999127,5.378816128
1.281,0.289999127,5.378816128
1.282,0.289999127,5.378816128
1.282,0.289999127,5.378816128
1.283,0.289999127,5.378816128
1.283,0.289999127,5.378816128
1.284,0.289999127,5.378816128
1.284,0.289999127,5.378816128
1.285,0.289999127,5.378816128
1.285,0.289999127,5.378816128
1.286,0.289999127,5.378816128
1.286,0.299999118,5.575580597
1.287,0.299999118,5.575580597
1.288,0.299999118,5.575580597
1.288,0.299999118,5.575580597
1.288,0.299999118,5.575580597
1.289,0.299999118,5.575580597
1.289,0.299999118,5.575580597
1.29,0.299999118,5.575580597
1.29,0.299999118,5.575580597
1.291,0.299999118,5.575580597
1.291,0.299999118,5.575580597
1.292,0.299999118,5.575580597
1.292,0.299999118,5.575580597
1.293,0.299999118,5.575580597
1.293,0.299999118,5.575580597
1.294,0.299999118,5.575580597
1.294,0.299999118,5.575580597
1.295,0.299999118,5.575580597
1.295,0.299999118,5.575580597
1.296,0.299999118,5.575580597
1.296,0.299999118,5.575580597
1.297,0.309999108,5.772345066
1.297,0.309999108,5.772345066
1.298,0.309999108,5.772345066
1.298,0.309999108,5.772345066
1.299,0.309999108,5.772345066
1.299,0.309999108,5.772345066
1.3,0.309999108,5.772345066
1.3,0.309999108,5.772345066
1.301,0.309999108,5.772345066
1.301,0.309999108,5.772345066
1.302,0.309999108,5.772345066
1.302,0.309999108,5.772345066
1.303,0.309999108,5.772345066
1.303,0.309999108,5.772345066
1.304,0.309999108,5.772345066
1.304,0.309999108,5.772345066
1.305,0.309999108,5.772345066
1.305,0.309999108,5.772345066
1.306,0.309999108,5.772345066
1.306,0.309999108,5.772345066
1.307,0.319999099,5.969109535
1.307,0.319999099,5.969109535
1.308,0.319999099,5.969109535
1.308,0.319999099,5.969109535
1.309,0.319999099,5.969109535
1.309,0.319999099,5.969109535
1.31,0.319999099,5.969109535
1.31,0.319999099,5.969109535
1.311,0.319999099,5.969109535
1.311,0.319999099,5.969109535
1.312,0.319999099,5.969109535
1.312,0.319999099,5.969109535
1.313,0.319999099,5.969109535
1.313,0.319999099,5.969109535
1.314,0.319999099,5.969109535
1.314,0.319999099,5.969109535
1.315,0.319999099,5.969109535
1.315,0.319999099,5.969109535
1.316,0.319999099,5.969109535
1.316,0.319999099,5.969109535
1.317,0.329999089,6.165874004
1.317,0.329999089,6.165874004
1.318,0.329999089,6.165874004
1.318,0.329999089,6.165874004
1.319,0.329999089,6.165874004
1.319,0.329999089,6.165874004
1.32,0.329999089,6.165874004
1.32,0.329999089,6.165874004
1.321,0.329999089,6.165874004
1.321,0.329999089,6.165874004
1.322,0.329999089,6.165874004
1.322,0.329999089,6.165874004
1.323,0.329999089,6.165874004
1.323,0.329999089,6.165874004
1.324,0.329999089,6.165874004
1.324,0.329999089,6.165874004
1.325,0.329999089,6.165874004
1.325,0.329999089,6.165874004
1.326,0.329999089,6.165874004
1.326,0.329999089,6.165874004
1.327,0.33999908,6.36263895
1.327,0.33999908,6.36263895
1.328,0.33999908,6.36263895
1.328,0.33999908,6.36263895
1.329,0.33999908,6.36263895
1.329,0.33999908,6.36263895
1.33,0.33999908,6.36263895
1.33,0.33999908,6.36263895
1.331,0.33999908,6.36263895
1.331,0.33999908,6.36263895
1.332,0.33999908,6.36263895
1.332,0.33999908,6.36263895
1.333,0.33999908,6.36263895
1.333,0.33999908,6.36263895
1.334,0.33999908,6.36263895
1.334,0.33999908,6.36263895
1.335,0.33999908,6.36263895
1.335,0.33999908,6.36263895
1.336,0.33999908,6.36263895
1.336,0.33999908,6.36263895
1.337,0.34999907,6.559403419
1.337,0.34999907,6.559403419
1.338,0.34999907,6.559403419
1.338,0.34999907,6.559403419
1.339,0.34999907,6.559403419
1.339,0.34999907,6.559403419
1.34,0.34999907,6.559403419
1.34,0.34999907,6.559403419
1.341,0.34999907,6.559403419
1.341,0.34999907,6.559403419
1.342,0.34999907,6.559403419
1.342,0.34999907,6.559403419
1.343,0.34999907,6.559403419
1.343,0.34999907,6.559403419
1.344,0.34999907,6.559403419
1.344,0.34999907,6.559403419
1.345,0.34999907,6.559403419
1.345,0.34999907,6.559403419
1.346,0.34999907,6.559403419
1.346,0.34999907,6.559403419
1.347,0.359999061,6.756168365
1.347,0.359999061,6.756168365
1.348,0.359999061,6.756168365
1.348,0.359999061,6.756168365
1.349,0.359999061,6.756168365
1.35,0.359999061,6.756168365
1.35,0.359999061,6.756168365
1.351,0.359999061,6.756168365
1.351,0.359999061,6.756168365
1.352,0.359999061,6.756168365
1.352,0.359999061,6.756168365
1.353,0.359999061,6.756168365
1.353,0.359999061,6.756168365
1.353,0.359999061,6.756168365
1.354,0.359999061,6.756168365
1.354,0.359999061,6.756168365
1.355,0.359999061,6.756168365
1.355,0.359999061,6.756168365
1.356,0.359999061,6.756168365
1.356,0.369999051,6.952932358
1.357,0.369999051,6.952932358
1.357,0.369999051,6.952932358
1.358,0.369999051,6.952932358
1.358,0.369999051,6.952932358
1.359,0.369999051,6.952932358
1.359,0.369999051,6.952932358
1.36,0.369999051,6.952932358
1.36,0.369999051,6.952932358
1.361,0.369999051,6.952932358
1.361,0.369999051,6.952932358
1.362,0.369999051,6.952932358
1.362,0.369999051,6.952932358
1.363,0.369999051,6.952932358
1.363,0.369999051,6.952932358
1.364,0.369999051,6.952932358
1.364,0.369999051,6.952932358
1.365,0.369999051,6.952932358
1.365,0.369999051,6.952932358
1.366,0.369999051,6.952932358
1.366,0.369999051,6.952932358
1.367,0.379999042,7.149696827
1.367,0.379999042,7.149696827
1.368,0.379999042,7.149696827
1.368,0.379999042,7.149696827
1.369,0.379999042,7.149696827
1.369,0.379999042,7.149696827
1.37,0.379999042,7.149696827
1.37,0.379999042,7.149696827
1.371,0.379999042,7.149696827
1.371,0.379999042,7.149696827
1.372,0.379999042,7.149696827
1.372,0.379999042,7.149696827
1.373,0.379999042,7.149696827
1.373,0.379999042,7.149696827
1.374,0.379999042,7.149696827
1.374,0.379999042,7.149696827
1.375,0.379999042,7.149696827
1.375,0.379999042,7.149696827
1.376,0.379999042,7.149696827
1.377,0.389999032,7.346461296
